dpt_tp,grpcode_tp,tpincno_bi,tgt,offset_tgt
93450,BTA1AB01,1,39822.9888,10.650344239
908EA,JBB0,1,18587.6894,11.129596764
92316,DZA2AD01,1,16009,11.353775773
93281,FTA1BF,1,11294.42,11.502174085
90345,LMA1,1,51590.3,11.906080564
93281,FTB1AD01,1,3600,11.198446087
90345,QRA0AA01,1,2568,10.202298647
93281,BMA0AE,1,20148.921,11.042991408
91199,BTA1AI03,1,68536,10.864230343
93284,JHA0,1,102453.935,10.794286566
92181,XDA1,1,1722.92,11.780697417
91687,RCA1,1,920,11.317158145
93288,WEA0,1,19542.57,11.358649796
92316,RWA0AC01,1,3527.7,10.931441594
91770,QRA0AV01,1,18139.669347,11.831676901
90176,LKA0,1,3600,8.3092949352
91682,RCA1BS02,1,17664,11.253927629
92785,LNA0AM01,1,123471.09879,11.525455587
905EA,TYB0AC13,1,3780,11.434054211
93287,BMA0,1,11771.955721,11.138995965
90723,others,1,10436.74,11.475845134
93285,CAA0AR01,1,30811.4,11.354996136
90150,DZA1AT03,1,500000,10.697221725
90620,FTA1BC01,1,34074.145129,11.954016105
910EA,CAA0BG01,1,55280,11.736256233
92787,XFA1AK05,1,2230.005,11.276080159
90531,MJB0AD,1,13824.44,11.015804624
90520,DZA2AB08,1,25561,10.644546264
90723,XFA1AA01,1,18400,11.075514571
90534,WPC0,1,9520,10.976956808
91833,XFA2AE02,1,3100.6374,11.210259604
93115,DZA0,1,10233.52,10.219707727
910EA,DZA0AD03,1,29782,11.553729984
90621,MSB0,1,136636.192,10.936847393
902EA,others,1,685375.98554,11.296867741
91832,QRA0AA01,1,47193,10.266058909
90948,DZA1AT05,1,162819.68276,11.371449134
950EA,DZA1AN06,1,446956.79,11.694715597
92790,JLA0AJ02,1,1558.407,11.186202075
91682,DFC1IZ08,1,6655.51,11.26942882
90521,MSB0,1,10766.4,10.712341259
90344,CAA0CM01,1,7665.008,11.630940303
92788,DZA2AK,1,102021.63,11.41995764
918EA,XDA1AC01,1,330.0054,12.107233975
922EA,MZA3AS01,1,109727.132,10.693006072
91685,RCA1BX02,1,17093.19668,12.19172804
92181,ADA0,1,10501.096,10.865686843
908EA,TYB0AB01,1,8857.6432,11.038341143
951EA,HQA0AD02,1,30965.292,11.050323455
90346,MSB0AJ,1,4323,10.86236729
94320,XDA1AJ01,1,128300.31284,12.278113735
933EA,BJG0AE01,1,41897,11.595487503
90346,BTA2AF01,1,1142.6,11.943829858
93454,JLA0AR01,1,40886.559,11.747331276
90781,WEA0,1,5460,10.731724084
923EA,MSB0,1,8312.7,10.280524948
90163,DZA0,1,4319,10.131657045
93451,BTA1AI03,1,34366.698,11.157045098
91684,others,1,12361,11.591922336
901EA,MSB0AJ,1,36366.76745,8.9879019185
92187,QYA0,1,1369,11.866267601
905EA,QYA1AA01,1,2400,10.471210518
91199,RCA1BS02,1,46430.83,11.019129977
90786,SLA3AH,1,219933.67512,11.28644751
93284,DZA2AK06,1,20594,11.059176017
91750,JBY0AC,1,116085,11.02822658
91181,LHB0,1,27754.018,11.539424404
90343,FTA2BM02,1,9705.6,11.309594425
92187,CFA0AF01,1,45445.008,11.806052611
90346,JHA0AU01,1,87600,11.49966915
90983,CAA0BG01,1,21317,11.478521379
90531,FTA0AF12,1,322,11.468534536
93116,BTA2AD04,1,48789.9874,11.752222849
90374,KDA0,1,216762.8,11.569630582
93281,DNA0AH,1,3115.01,11.38742121
90786,TYB0AA01,1,1000000,11.149411272
93286,DZA2AB01,1,30200,10.873383437
93287,TYB0AB,1,490.49,10.673253539
90621,FTA2BM02,1,12539.289,11.498483209
931EA,CAA0CC,1,107031.004,10.710391053
90374,CAA0CH03,1,1280,10.933144226
91723,XTA1AB02,1,162653.982,11.254247781
93286,SKA1,1,6183.992,11.15557902
90947,BKA1AH01,1,14566.8,11.032180469
90347,XFA1,1,478799.9928,11.827109954
90345,BMA0,1,4255.608,10.548114997
93451,BYA0AK01,1,67760,10.954251496
90925,XTA1AD01,1,15640,11.079839372
91683,XDA1AM03,1,19793.18,11.014115858
90925,CCA2AD03,1,2159.982,11.054291823
91199,RCA1AK03,1,45000,11.668048625
90781,DFC1IZ,1,23715.992,11.310647772
91199,DZA2AC03,1,379367.28,11.577137381
93451,BTA1AL03,1,1140.52,10.646575306
90783,FTB0,1,124045.92751,11.231823734
93845,GQB1AB01,1,22408.057,11.527611417
91199,XLA0AB,1,74854.76,10.884365699
93281,QRA0,1,45999.964,11.287647435
90726,BYA0,1,8000,10.978527634
93452,others,1,5082,10.493952605
90948,ADA1AG01,1,5429.87,12.174233608
90343,CCA2AM00,1,2835.5952,11.553468342
923EA,CCA2AF01,1,14902.82,11.498127615
93281,FTA0AF12,1,332282.5,11.552192363
92785,BMA0,1,20400.008,11.004405253
90374,CCA2AD01,1,407819.93794,11.544823878
92788,CCA2,1,8264.334,11.368052166
90947,XDA1AD01,1,112,11.23666203
93381,BZA1AE02,1,42161,10.990367104
927EA,BJG0AE01,1,145315.45,11.262076804
90722,QRA0,1,6589,11.451627458
93920,CFA0AF01,1,445399.99,11.567961199
91199,JBB0,1,91582.2,12.018555683
92316,BYA0AL01,1,8379.798,11.564980186
93381,TYB0AA02,1,155,10.744076599
905EA,FTA2AA02,1,6700,12.380099903
91833,WPC0,1,7050,12.009378326
90985,GQB1,1,14551.992,11.284750259
91833,QRA0,1,27195.0126,10.94751861
91681,BKA1AL01,1,44595.05,10.972777766
904EA,MSB0,1,56820.304,11.55534299
93283,FTB1AU08,1,32.0026028,11.313063852
90983,JLA0,1,13049.068,11.306431733
904EA,DNA0AF01,1,3211.6,11.138510707
90785,BTA1AR03,1,198107.06,11.589459657
93288,XFA1AT01,1,821171.39,11.763344821
93286,XDA1AJ02,1,43600,11.831672576
904EA,MZA2AL01,1,31867.96,10.95385679
931EA,others,1,4091.346,10.656848641
90346,QYA1AG02,1,63367.722,11.609748638
93453,DFC9DG10,1,56620.394,11.090542706
921EA,CCA2,1,74183.816166,11.666711265
90726,QYA1AG02,1,5912,11.678063104
91181,RCA1AK02,1,60446.358772,11.525381776
93284,XDA1AM03,1,15300,11.123749495
93281,CCA2,1,469350.98675,11.641698036
94321,DFC9AA,1,54941.683276,11.222336731
91830,QYA1AE01,1,472921.78431,11.087106696
938JC,ZHA0,1,13134.4472,10.946591113
90346,XFA1AA01,1,19864,10.985598345
91199,FTA0,1,263997.45,11.411190904
905EA,CAA0BB10,1,57077.8,11.183401152
90343,JLA0AR01,1,170.8,11.696772522
93117,BTA1AL,1,50599.98,10.61471987
90342,XDA1AM01,1,6900,10.827663542
93292,CCA2,1,64099.992,11.414132423
90951,JLA0,1,9124.016,10.688139122
90176,FTA1,1,112000,9.945194579
90371,XDA1AK01,1,323332.74,11.259590043
93920,QYA1AF03,1,28436.004,11.361823315
90723,MSB0,1,270050,11.688874989
931EA,others,1,12648,10.494831048
90531,BJAD,1,182368.272,11.028676443
93288,CCA0,1,445999.988,11.168803559
943EA,BTA1AL03,1,25560.9,11.397349431
91750,CAA0BB01,1,29025.605,10.120147889
905EA,DFC9AA01,1,14984.6,10.710361677
91684,SKA1,1,198857.688,11.267908949
91181,LHB0AE,1,1000000,10.337422541
938EA,BJA5AK01,1,55400,11.516268538
93923,BJA8,1,41679.362,11.341779806
93921,XFA1AK03,1,2365,11.113090483
93281,FTA2AB,1,973475.6,11.416694124
951EA,others,1,66558.235,10.702646664
90925,RWA0AB01,1,16512.1992,10.461690004
93293,XFA1AT01,1,200282.44,11.036876828
93451,DFC1IZ,1,22398.45,10.508291115
905EA,BTA2AD03,1,437977.74,11.889497271
90925,RWA0,1,81634.7592,11.626778308
909EA,HMB0,1,11199.6,11.393779156
931EA,LMA1AC02,1,47671.407,11.411176647
910EA,BZA1,1,9040.988,11.796628432
95181,BKA1AM04,1,3233,11.591287665
93381,SBB0AD03,1,8500.97,11.271854292
933EA,CAA0AG01,1,33775,10.778405818
90621,RCA2,1,49803.998,12.217535819
90726,DZA2AK,1,17996.22,10.910583834
91830,XDA1AB01,1,3059,11.245537394
943EA,QYA1AG02,1,4101.0684,12.077095968
90534,BKA1AH02,1,5000,10.833479904
943EA,BKA1,1,37099.54,11.769899547
93281,TYB0AB,1,4535.005,10.761527489
92187,ADA1AB,1,13491.456,11.35862875
91285,BJG0AH01,1,68300.0024,11.412783724
90786,XLA0AB,1,31274,10.780926258
93452,QRA0,1,573,10.854627517
90983,XFA1,1,11695.117,11.459262253
90722,RCA1AK02,1,4699.996,11.566599844
917EA,HMB0AA01,1,4434.801,10.595467017
91834,QRA0AW01,1,143680.07,11.951900519
91760,TYB0AB06,1,7850,11.0529762
91683,FTB1AU05,1,1004357.126,11.130117222
90722,RCA1AB01,1,21991.217501,10.842802171
91283,TYB0AB09,1,12698.144,10.525823421
93452,QCB0,1,3341.016,11.900236254
90984,ZTA0,1,1751.9,11.209485182
90947,DZA2AH01,1,16860,11.411669963
904EA,ADA1AE05,1,38000,10.949275819
91833,JHA0AE01,1,107972.03431,11.03638464
905EA,FTA3AB02,1,1110,11.962262073
93450,DNA0AF01,1,11143,11.005628714
90520,ADA1AG01,1,10350,11.512030687
93281,FTA2AB,1,181000,11.100313415
90781,FTA1BC01,1,6073.3903125,12.161099702
91185,BKA1AG03,1,20000,12.423313942
91124,BKA1AG03,1,697300.772,11.87859938
918EA,BMA1AK03,1,838705.65,11.232820311
93117,ZTA0,1,2617,11.848065882
93921,others,1,5500,10.747458563
90782,DZA2AK06,1,30500,11.323273118
90960,JLA0AQ01,1,214.112,10.371168283
90343,XDA1AC01,1,1610,11.645958783
90345,QYA1AG02,1,12459.9622,11.947435362
91181,FTA1AN03,1,45630,11.185607679
93286,BZA1AB02,1,236411.994,11.586893738
90949,BTA1AL03,1,5238,11.136823729
93452,DHF0AD,1,98101.983075,11.221123839
905EA,others,1,352964.235,11.419381226
91199,FTA2AB,1,11341.69,11.301812486
90345,DFC9AA,1,3287.16,11.494032329
933EA,LMA2AA01,1,500000,10.895033093
93284,HQA0AD01,1,21400,11.296927033
905EA,BKA1AN02,1,467154.8,11.310989095
942EA,others,1,1000000,11.44205162
92238,RCA1BX02,1,27192.036,12.44669419
905EA,BMA0,1,94210.8,11.394116218
918EA,DZA1AN05,1,13714,11.251838593
942EA,RWA0,1,5547,11.05624549
90727,BZA1,1,11200.01,11.92389252
94023,HMB0AA01,1,70366.702,10.495633727
90345,FTA2BM01,1,40676.5,11.217697304
91192,TYB0AB04,1,179538.9088,11.01034424
93453,JLA0,1,36800.018,11.279548971
950EA,BTA2AD03,1,10891,12.147937827
93281,BKA1AH01,1,30818,11.951792434
90343,QYA1AR01,1,54064.5,11.059426616
91830,FTA3AV,1,46772,12.284342957
90345,FTB1AU01,1,107256.8,11.068378871
93286,CAA0AQ01,1,14340,10.974242483
91837,BKA1AH03,1,591673.51826,11.48936846
93285,XDA1AB01,1,2380.018,10.914862757
92316,JLA0AS01,1,857.5,11.477503274
923EA,CAA0CC,1,338851.28808,10.832968261
91199,FTA1BE04,1,229600.03,11.944603842
93920,QYA1AG02,1,132123.742,12.05248071
908EA,XLA0AB,1,27946.2512,10.885772918
90983,RWA0AH01,1,2369.992,11.238356669
91831,BKA1AH00,1,12600,11.737167575
901EA,JLA0BH01,1,228268.5,11.240728218
90620,DZA1AT06,1,19991,11.220811676
90346,BTA1AL02,1,2465.9892,10.759143489
91123,CAA0AG01,1,17707,11.222923959
91686,CCA2AD02,1,2724.444,11.192906295
904EA,TYB0AB09,1,29655.018,11.145639018
90786,FTA1BE04,1,605.65,11.631419082
91833,TYB0AC11,1,8454,11.169591382
932EA,XFA1,1,18605.5,12.166278368
91740,BTA1AI03,1,18882.8336,10.964384981
90374,BKA1AC01,1,40988,11.915349738
91831,CCA2AF01,1,27662.995229,11.672797014
90951,DZA1AT05,1,43960.524,11.541529326
905EA,GQB1AG01,1,1879.548,11.538737416
90955,DZA2AC03,1,5066,11.42550495
91833,TYQ0AE,1,85899.338,10.962743161
91781,HMB0AL01,1,300000,11.538888428
90786,BYA0AB01,1,14337.211,10.62198646
942EA,RWA0,1,67080.552,11.114152142
90786,QYA1AG01,1,5720.0144,11.620510369
90925,CCA2,1,33552.743,11.093123667
92982,DZA2AC03,1,2163,11.091964333
93116,FTA3AB02,1,40046,12.010738677
90346,FTB1AC01,1,20559.982,11.656852021
94023,CAA0AQ01,1,2179.996,10.276891168
91199,FTA3AV,1,68000,11.586241116
90781,QYA1,1,9062.12,11.935000052
93293,RCA1,1,5930,11.321703926
923EA,others,1,9630.152,10.317442282
93288,DZA2AB06,1,11500,11.010130189
93292,HQA3AB01,1,328835.21215,11.496940181
93288,BYA0AB01,1,20715.358,10.929917671
91833,CAA0AY01,1,14523.64,11.202672137
90344,JBY0AC,1,21268.24,11.661233991
92181,RCA1AS02,1,6397.14,11.220523537
90345,XDA1AM03,1,9917.6,11.107603865
93282,XFA1AK05,1,28795.009,11.147326248
91682,CHA0,1,123800.004,10.944578658
91833,BJG0AG01,1,643.81,10.665467415
90521,others,1,16300,12.043973822
90345,FTA1BE01,1,30520,10.880776431
90786,LFA0,1,2490,11.658702263
923EA,TYB0AB08,1,43976.808,11.351480286
91740,RCA1BL01,1,2776.62,11.287155912
90984,DZA1AT06,1,784734.468,11.521789804
932EA,XFA1AS01,1,9117,10.422133448
93283,QYA1AG01,1,8869.584,11.676913901
943EA,WPC0,1,1137.492,11.489148939
91192,RCA1BS03,1,13339.2196,11.820799007
92182,FTB1AB01,1,10774,11.571680052
91760,TYB0AB11,1,1398.56,11.374003188
91833,JHA0,1,31739,11.024092483
90926,CAA0BB,1,6321,10.457218968
90983,TYB0DZ00,1,10800,11.412701652
90726,SLA4AA,1,1328.585,11.927209392
93116,JHA0,1,533200.002,11.648470759
923EA,BTA1AL03,1,27480.21,11.383296818
90343,RCA1AA02,1,11985.8408,12.016312206
939EA,FTA1AN,1,61306.34,11.136971063
905EA,DZA2AH01,1,390,11.562156565
90949,RCA1BS03,1,6519.2,11.660739025
91786,XDA1AC01,1,7589.25,11.51875598
91185,BYA0AP01,1,6500,11.27762727
939EA,DZA2AC02,1,16366.7126,11.079803769
909EA,ADA1AE03,1,173053.856,11.436730702
90925,XDA1AM03,1,9304,11.310278059
90948,ZHA0AI01,1,12893.984,10.448371474
94025,BYA0AB01,1,59430.008,10.762717948
93453,HQA0AD01,1,1088.362,10.819022796
92781,LMA2AA01,1,805,10.815732521
918EA,others,1,57200,10.636581497
90925,FTB1AU07,1,113213,10.52909284
91833,LMA2AA01,1,11900,11.512530895
90520,QYA1AE01,1,298623.84,11.024793366
93285,QYA1AG02,1,442921.38,12.231791944
93292,LMA1AC03,1,14101.03,11.769078066
91183,HMB0AA02,1,36250,10.475798304
91831,XDA1AJ02,1,243449,11.889570177
917EA,BJA8,1,30500,11.284944673
91833,JBY0AC,1,131793.36,11.472164658
91283,KRC0,1,34000,11.312165446
90781,others,1,12300,10.135761811
90346,LMA1,1,15611.994,11.130460045
93453,TYB0DZ00,1,28700,12.1564521
90925,FTC0,1,1255.77,10.156976738
90783,QYA1AE01,1,20800,11.110017249
927EA,HMB0AA02,1,18451.59,10.870744586
908EA,BJG0AI00,1,62290.9686,11.723470667
922EA,FTB1AU07,1,7658,11.089098452
951EA,DZA1AT05,1,34337.6474,11.316778392
92187,BKA1AM02,1,22469.118,10.919184351
904EA,DZA2AC02,1,485.42,11.420374286
92185,TYB0AB06,1,9261.8,11.276205191
91282,BTA1AR03,1,5804.978,11.247663588
93292,XDA1AD01,1,82799.285,11.225681712
90345,BTA1AR02,1,34720,10.911601341
91833,LMA2AI,1,6445.803,11.094885975
93293,CAA0,1,1593,10.934858211
93282,BKA1AL01,1,14969.994,10.789060412
93281,LMA2AA01,1,11096.267,10.756996739
92785,BKA1,1,19300.26,11.335407062
93116,DZA2AK03,1,10585,10.300533933
91282,XDA1AH01,1,8199.999,11.377820423
93115,FTB1AC01,1,85900,11.591439398
90345,FTB1AU04,1,11923.1936,11.333592427
93282,QRA0BA01,1,26110,10.829009627
92187,FTA1BE02,1,1444.4,10.94578179
93453,XDA1AG01,1,125311.61576,11.844538878
91199,BJG0AA01,1,31503.014433,11.216208501
902EA,ADA1AG01,1,250754.328,11.546969326
91834,BKA1AH01,1,367789.46884,11.722795644
917EA,XDA1AD01,1,7951.701,11.341016209
92187,FTA1BK02,1,5140,11.659155607
93284,XDA1AB01,1,20679.66,11.534463507
91833,CCA0,1,19826.72,10.905926417
933EA,TYB0AA01,1,6025,10.614751773
91681,ADA1AF03,1,339292.8,11.375601912
90521,HQA0,1,29999.9,10.865709811
91685,DFC9AA01,1,840,11.016053057
90344,BTA1AL03,1,23347.2,11.020189667
92238,GQB1AG01,1,3493.36,11.535665692
91771,ZHA0AI01,1,5983.991,11.053069347
91283,SKA1AF01,1,16144,11.200578702
90722,FTA1BK01,1,221191.1,11.698733593
90620,TYB0AB04,1,30021.860523,10.948122569
90521,XFA1AA04,1,774.403,11.257069167
94023,FTA2AD01,1,38077.57,11.126185037
95023,HQA3,1,7781,10.949788319
90724,CCA2AF01,1,8361.49,11.5565323
908EA,BKA1AH02,1,615.635,11.34767132
91681,JBB0AM04,1,207388.92676,10.463558876
90785,FTA2AB02,1,6234.01,11.514451253
90346,BZA1AF01,1,5200.8,11.349003236
92982,CCA2,1,3926.001,11.706500494
904EA,HQA0AD01,1,113835.525,11.005524483
918EA,BJG0AE01,1,47300,11.244218792
94023,MJB0AC,1,98202.16,11.096896511
90345,DZA2AK04,1,10870.2,11.111709616
92782,BJG0AI00,1,13199.982,11.24417834
92185,DZA2AD03,1,717822.99221,11.337980292
91685,JLA0AR01,1,67840,11.472428453
90727,RWA0AC01,1,339096.128,10.681974001
90949,HMB0,1,7659.3,11.268469209
91183,MSB1AA01,1,6247.57,10.975325
922EA,BJA8,1,1909.82,11.02158214
91834,XDA1BB01,1,18891.1,10.614782199
910EA,XDA1AD01,1,16892,11.531413473
90531,XTA1AF04,1,10500,11.599149009
90621,CAA0AR01,1,28158.322,11.628368035
93283,BJG0AG01,1,27616,12.078312215
91833,JLA0AJ03,1,23084,10.856530008
93286,FTB1AC01,1,2802,11.879184526
91682,XFA1AA01,1,89784.45096,11.232027543
90726,BJA8AB01,1,18657.996,11.229721715
90343,JLA0,1,23260,10.757891018
93284,XDA1AB01,1,8815.62,11.912028253
908EA,DZA1AN04,1,4670.331,11.21710902
904EA,DNA0AH,1,115016.39,12.34442771
90786,FTA1AN,1,93648.95,11.735548024
90345,FTB1AA,1,24000,11.466563533
90786,HMB0,1,33500,11.674928985
91687,DHF0AA01,1,58332.622,11.006952278
92316,BKA1AD01,1,70.808,11.254070079
93284,DZA2,1,9984.992,11.350988218
90520,QYA1AE01,1,1000000,11.486451671
93451,CAA0AR02,1,332668.992,11.474274547
90345,BTA1AL03,1,20960,11.110276394
93382,TYB0AB06,1,36000,11.360397385
905EA,DZA1AT05,1,79315.124,11.220145951
93453,LFA0,1,24360.736,12.017672283
929EA,BKA1AH00,1,722735,11.293918564
90783,BJG0AD01,1,3820.005,11.594003388
92316,BKA1AN02,1,2446.83,11.242065555
91681,FTA1AN,1,5108.712,11.30974528
91199,LMA2AA01,1,330.78789475,11.258273552
90925,CAA0AY01,1,31608,11.111865684
90983,BJA1,1,516.58,11.726705206
90521,BJG0AA01,1,79188.3,11.156755086
91833,BYA0AB01,1,66850.53,10.70457049
901EA,QRA0,1,153609.778,10.965933267
91185,ZHA0,1,5000,10.719504298
93921,MJB0AH01,1,2549.97,11.2758456
91839,ADA1,1,149050.00979,11.121092291
905EA,DFC1IZ01,1,5687.11,10.933820372
904EA,DHF0,1,147960.6,11.609343464
91282,JLA0AS01,1,16774.99,11.527292893
93284,BYA0AL01,1,399104.9986,12.208724475
905EA,LMA2AA01,1,12164.225869,11.528149486
943EA,CCA2AD,1,300000,11.970670196
92229,BTA1,1,750.004,11.035894386
91283,QYA1AD02,1,16700,10.172212617
90342,BZA1AG01,1,139599.99,12.218201785
90343,DZA2AC03,1,117900,11.306044522
90786,QYA1AG02,1,18004,12.048322403
93282,QRA0AW01,1,14256,11.739360852
939EA,TYB0AC,1,5279.19,10.742374792
918EA,BTA1AC01,1,18806.192,11.783343385
901EA,XDA1AC01,1,3031.49,11.601234251
90345,FTB1AA,1,30660.688,10.886326195
93451,TYB0AA01,1,32650.508,10.596453836
94023,RWA0AH01,1,331953.991,11.639132615
92185,BYA0AB,1,84357.1,10.938203493
918EA,FTB1AA02,1,138786.222,11.524115868
93286,XFA2AE02,1,82600.0065,11.33368447
90985,BYA0,1,438740.736,10.651494856
938EA,QYA1AR01,1,9534,11.236568966
90344,XTA1AB02,1,15076.018,11.205781329
90985,RCA1BX01,1,66732,11.844952648
934EA,CCA2AJ01,1,187969.03,11.808581154
90531,CCA0BN01,1,7500,11.591559558
91185,RCA1BW01,1,164087.8004,11.503111175
912EA,TYB0AB04,1,55891.64,11.208786505
94023,CAA0AY01,1,98366.132688,11.561997031
902EA,FTA1BE01,1,445712.25641,10.925026654
93453,BKA1AM02,1,30788.821,11.496563176
90347,KDA1,1,6677,11.372153503
91181,DZA2AB01,1,11310,10.886629207
905EA,XTA1AB03,1,13500,11.303921895
90131,ADA1AE03,1,131409.93,10.308058201
92238,WPC0,1,33200,12.469490045
93453,CFA0,1,22249.984,11.627072263
90521,QYA1AG01,1,10774.729,12.308998442
93290,BYA0AP01,1,33716.375,11.207081032
921EA,others,1,25351.13,11.277023838
93451,GQB1AG01,1,2250,11.570086269
94025,SLA3AH,1,94194.59,11.231893382
92238,XDA1AJ02,1,5690.9874,12.008641899
90346,BKA1AL01,1,42000,10.803871268
90951,DZA2AA04,1,184000,11.220273485
92182,ADA1,1,9691,12.318131337
90531,XDA1AJ02,1,296.4,12.195750672
93286,BTA2AF01,1,29220,11.719948673
93285,DZA2AB06,1,20242.68,11.721073144
90948,DZA1AN05,1,9095.27,11.340765499
91770,MJB0AC,1,30290,10.592858512
93842,DZA2AK,1,14324,11.205028601
904EA,JHA0AI01,1,88874.57,11.889822462
93286,BYA0AB01,1,300000,10.666424583
93282,BZA1,1,2000,11.416849878
91830,LMA1AC02,1,25190.9,11.629287246
90531,BKA1AH00,1,693966.1029,11.546878345
905EA,RCA1BS02,1,72464,11.307845492
90786,TYB0AA01,1,27169,10.583927688
93286,XDA1AC01,1,58300,11.929478645
904EA,DZA2AA01,1,26150,11.219033598
91687,BKA1AH01,1,131050,11.087550899
90984,GQB1AB01,1,90755,12.301888744
91839,QRA0AC01,1,4000,11.21592146
91831,TYB0AB09,1,13268,11.517088915
90343,XDA1AC01,1,850000,12.022524974
938EA,XTA1AD01,1,23377.991,11.712871649
91123,CAA0AR02,1,31941.835,11.338799806
904EA,QRA0,1,4320,11.407904452
93451,CAA0CH,1,13598,10.897988073
90965,DZA1AA,1,11124.444,11.774045758
91687,MZA2,1,114843.02576,12.216560624
93381,TYB0AB09,1,12131.18,11.613807668
905EA,XDA1AM03,1,11100,11.184913198
918EA,CFA0,1,9220,11.787534276
905EA,XDA1AB01,1,10217.55,11.462561821
93451,RCA1BX01,1,16838.682,12.006464668
94025,RCA1,1,1618.981,10.736109289
923EA,FTA2BM01,1,146596.062,11.22533789
91833,XFA1,1,22422.992,12.048567872
91786,BZA1AB02,1,26218.04,11.773876656
908EA,SKA1AC01,1,13272.8022,11.013914185
92187,XTA1,1,1750,11.175304754
95023,BTA1AL05,1,8209,10.582922297
90781,JBB0AM04,1,103550.66352,11.013703534
905YH,BKA1AN03,1,8800,11.511901362
91834,DZA2AC03,1,48458.4,11.330655997
90347,BTA1AL03,1,5800,11.056390346
93286,JLD0,1,4400,10.438672216
91833,TYB0AB08,1,2940,11.210389934
91683,CAA0GN00,1,1400,11.20156905
93451,RCA1AK02,1,82611.946628,11.156142823
92316,JLA0AM01,1,10604.4,11.035967311
90948,SKA1AB01,1,16644,11.449062586
905EA,CCA0EA01,1,14039.04,11.054745105
942EA,RCA1AS02,1,30428,11.486452549
905EA,FTA1AN01,1,67438.4,11.293348706
93453,QYA1AD02,1,387978.24019,11.918021399
90925,BZA1AB02,1,2074.4346,11.350902867
905EA,JHA0,1,171048.64,12.060114472
910EA,BTA2AE01,1,20486.34,11.609695169
91192,BTA1AL04,1,36500,11.540542882
943EA,QYA1,1,19053.21,11.781861893
91838,JLA0,1,52084.01,11.248231631
918EA,TYB0AB04,1,37281.608718,10.610580967
93284,BJG0AE01,1,108719.9856,11.919530566
93453,FTB2AH,1,87499.992,12.390441796
905YH,DZA1AQ03,1,54006.2,11.069499279
91831,TYB0AB06,1,3850,11.643053084
91682,RCA1AS03,1,10040.2,11.365454529
91681,XDA1AJ01,1,1930.002,11.364495916
91283,JLA0AJ02,1,193695.18,10.699226667
905EA,XDA1AD01,1,20900,11.592273717
91192,BJG0AH01,1,5827.11918,11.198412613
918EA,FTB1AA03,1,78397.742938,11.231873377
91181,FTA2AD01,1,3924,11.414433878
90343,BZA1,1,5626,11.460715877
90925,CAA0GN00,1,66337.346,10.879627612
90345,DZA2AC01,1,736.35,11.780072456
91833,RCA1BS01,1,67042.9776,11.442643559
917EA,FTA2AD01,1,4948,11.271079009
90925,FTB1,1,152834.54357,11.204419493
93453,HMB0,1,30000,11.717179773
93920,DZA1AT05,1,11000,10.822074246
90925,BKA1AH02,1,36511.22,11.212309996
90925,CAA0GN00,1,9990.316,10.633228677
93923,FTA1AN03,1,10038,11.283199433
91192,QYA1AE01,1,5000,11.115955437
93287,XFA1AA01,1,419688.6508,10.990091464
93286,ZHA0AI01,1,602,10.408129923
90925,CAA0GN00,1,16252,11.054485572
90346,FTB1AU07,1,51764.514,11.575871601
93453,BJA0AA01,1,133854.432,11.544275078
933EA,SLA3AH,1,22692,10.658890091
91833,CAA0,1,7491.305747,11.26505418
93453,BKA1AC01,1,213081.03,12.272788777
939EA,others,1,117442,12.178144678
90724,RCA1BW01,1,97400.0034,11.285135678
90925,CAA0,1,12830.018,11.649220207
92785,FTC0,1,93500,11.809282102
91199,XLA0AB,1,18251.786,11.465944526
90985,RWA0AB01,1,4884.4488,10.926581858
942EA,FTA1BE04,1,42698.001,11.924097948
93283,RCA1BS01,1,24000.018,11.398008715
90345,BTA2AD04,1,4960,12.062763776
933EA,MZA3AS05,1,38113,10.530118289
90345,XDA1AB01,1,23170,11.572731147
90343,BMA1AH,1,13980,10.906282043
93287,QYA1AR01,1,15575,11.157597399
90982,BYA0AP01,1,70547.67802,11.280139747
90521,RCA1AB01,1,29400.01,10.72361688
90722,RCA1AK01,1,8900,11.367243482
95023,FTB1AF02,1,50847,11.02515108
91683,FTB1AU01,1,298370.55778,11.026808237
91771,others,1,243448.448,11.815345723
90785,TYB0AA01,1,8424.576805,10.790181595
93293,FTA2BM01,1,2585.43,11.161531797
92788,JLA0,1,300000,11.454978875
90786,RCA1BX01,1,860704.6,12.289409254
91199,JBY0AC,1,500000,11.22531928
91837,XTA1AF,1,24643.745,11.126498511
902EA,RWA0AH01,1,5677,10.66904424
90787,BTA2AA01,1,4713.991,10.806449026
938JC,TYB0AB08,1,18068,11.399413882
906EA,QYA1AG01,1,13941.05,11.714102694
93920,SKA1,1,6333,11.184745363
91285,LFA0,1,3061.675,10.852928216
93283,XLA0AB10,1,7849.58,10.276454031
90787,XDA1AB01,1,800158.07,11.584802085
93283,QYA1AR01,1,5888,11.091626622
93281,CCA0CE01,1,24870,11.037567309
91181,QRA0AC01,1,235768.022,11.218771572
905EA,HQA0AD02,1,38000,11.057645295
94020,XFA1AT01,1,19583.814,10.953280978
905EA,BYA0AB01,1,1627.5,10.957585968
92229,ZTA0,1,107198.4,11.56243598
929EA,BTA1,1,3092.44,11.353643552
91199,XFA1AK03,1,25184.13,9.9612460936
93284,LMA2AI,1,60575.2,11.755660743
