dpt_tp,grpcode_tp,tpincno_bi,tgt,offset_tgt
91750,BJG0,1,9898.67,11.237787028
93117,FTA1BF01,1,20142.597,11.312384512
91183,others,1,106500,11.657385513
91282,FTA2BM01,1,454999.99,11.505036908
93281,TYB0AA02,1,166743,11.383575496
94023,CAA0AR01,1,26500,11.560452391
91833,TYB0AB04,1,25349.9946,11.563469172
90727,FTA1AN02,1,29076.985,10.933279857
938JC,RCA1BX01,1,285876.0194,12.242121163
90344,BKA1AH03,1,177268.36,11.846522253
93453,HMB0AA03,1,49214.25,11.930673167
91830,DZA2AD02,1,20900,11.777484798
93282,DHF0AD,1,4954.5,11.547383817
943EA,QYA1AF03,1,52722.228,11.160777667
90781,BYA0AP01,1,621638.3748,10.916422916
92187,RCA1BS03,1,18750,11.215021449
929EA,CAA0,1,26500,11.378889528
927EA,HQA0AD01,1,43840,11.460527414
93453,RWA0,1,13924,11.104843558
91283,DZA1AN06,1,18693.082,11.365099641
92982,CCA2AF01,1,427598.7472,12.029682673
93453,DHF0AD,1,7435.56,11.535355257
934EA,DZA1AV03,1,133214.13139,11.578912312
93281,DZA2AC01,1,5759,11.244603046
93284,others,1,6951,10.954714229
91182,CCA0EA01,1,10125,10.79045043
93281,XDA1AJ02,1,82000,12.436576855
92238,QRA0,1,32366.48,12.033462704
91185,CAA0BB01,1,1751.24,10.743574824
91685,JTV0,1,66427.950064,11.592613362
90531,RCA1BW01,1,85500,11.715350124
92982,FTB1AA03,1,14360,11.259052234
90723,RCA1BX02,1,9762,12.206002452
90947,TYB0AB09,1,8127.2888,10.837309276
93451,TYB0AC01,1,18305.18,11.270928763
90531,FTA3AV,1,170801.162,12.444464011
90726,JLA0,1,75400.0016,11.125533658
90345,WEA2,1,7194.818,11.921244647
91285,QYA1AE01,1,79321.74,11.788804329
93283,CAA0BG01,1,8099.066,11.507420643
93286,RCA1BS01,1,9000,11.594964898
90786,CAA0CM01,1,54429.53,11.124759679
905EA,XFA1AK03,1,40808.99,10.828007526
91183,XLA0AB10,1,4500,10.76943113
93288,DFC1IZ,1,19250.009,11.994205294
934EA,others,1,153766,11.980286438
93453,BTA1AB02,1,423611,11.649081946
91199,TYB0AC01,1,3790,11.230450238
90521,XDA1AM03,1,4100.018,11.048791655
90346,FTB1AU03,1,13200,11.205399613
938JC,TYB0AC01,1,2468,10.738846753
91192,ADA1AF02,1,12092,11.145208173
93115,BKA1AN01,1,5252.5,11.013955325
91283,GQB1AG01,1,25000,11.674203133
950EA,XFA1AA01,1,2289.991,11.104538845
91837,TYB0AC11,1,39110.720513,10.524112193
90783,BTA1AI02,1,67000,11.140340974
93283,DZA1AV02,1,2776.242,11.035816798
90786,GQB1AB01,1,23379.308,11.916959001
91283,CCA2,1,50571,11.868194514
91837,JLA0AQ00,1,30400,10.824071307
91283,FTA2AB02,1,44313.8,11.360494361
92984,TYB0AA01,1,2000,10.616404563
90343,BMA1AA,1,860,11.657345015
909EA,FTA3AB02,1,577519.5,12.235784451
91192,BKA1AL05,1,80149.502,11.062082973
931EA,XDA1AC01,1,12941.499,12.192359386
927EA,RCA1BS02,1,2122.45,11.666906482
93454,QYA1AA01,1,163194.51619,10.572622972
91839,KRC0,1,300000,11.761129245
90347,DFC9AA,1,4900,12.03255973
905YH,XDA1AM03,1,280213.55,11.443440926
93286,FTB1AU08,1,3020,11.713262318
917EA,MSB1AQ,1,4900,10.92005009
902EA,JHA0,1,23443,11.001272459
93286,QRA0AW01,1,329270,11.832201417
91833,TYB0AB03,1,16644,10.89596671
93923,FTB1AU05,1,2971.27,11.186035648
93116,BKA1,1,24608.41,11.758540692
94020,SKA1AF01,1,7971.67,11.46124468
91681,BKA1AL01,1,7335.009,10.952075889
93286,CAA0,1,46389.9,11.184085562
90621,BYA0AB01,1,4824.5946,11.061885789
93281,XDA1AJ01,1,3836.0126,12.245067662
91837,BTA1AL03,1,250,10.882936982
92790,CCA2AD,1,198827.16643,11.435155899
91782,others,1,543798.5,11.426953345
93284,TYB0AB06,1,230594.85,11.252992785
93281,FTA1BE02,1,49964.291,11.031874709
943EA,FTA1BE04,1,72457.55,12.166354554
90176,XTA1,1,491822.84,10.177817162
92182,DZA1AN04,1,444165.298,11.365774341
905EA,JHA0AE01,1,7409.5,10.965992894
917EA,BTA1AI02,1,13394.708,11.096036872
90786,CAA0AM01,1,25507.018,11.426987515
932EA,RWA0,1,399459.186,11.746663156
93920,CAA0,1,12024,11.493050822
939EA,BJA5AK01,1,334270.818,12.028407859
904EA,JLA0AM01,1,314010,10.825326106
91833,CFA0,1,68053.38,11.774664047
93281,RWA0,1,3450,12.06013572
90925,CAA0GN00,1,44380.658,11.050241282
91192,DZA1AW01,1,3322.4,11.339534331
91760,DHF0,1,22372.014,11.398298187
90342,BTA1AL04,1,14657,11.275240345
91283,FTA2AD01,1,13996.8,11.647985291
91837,XFA1AA01,1,5413.57535,11.74027268
904EA,RCA1AA03,1,18645.43,11.803408825
92788,JLA0BH01,1,20126,11.817527961
904EA,RCA1AK01,1,42910,11.534987026
90723,FTA1BE02,1,32000,11.434151485
92238,others,1,113995,12.083052067
91832,XFA1AK05,1,76000,11.532266038
93287,XDA1AG01,1,12225,11.562845864
93281,CAA0AM01,1,571817.592,11.292217083
91199,CAA0BB,1,5705,10.825322077
905EA,FTB1AU04,1,3990,11.756689476
909EA,FTB2AH,1,5625,12.484966821
923EA,DHF0AA01,1,20687.324,10.092318319
93286,ZTA0,1,13208,11.390857053
90786,BJG0AA01,1,6392.4,11.244908386
90726,CAA0BB06,1,96414.236,10.753593381
933EA,BJG0,1,22000,11.744151897
90925,BKA1AH00,1,89267.655281,11.439679952
906EA,BTA2AD03,1,20615.591,11.592293347
91682,MSB1AD01,1,6256.4,11.743137945
95022,QYA1,1,26207.3,11.400088357
90725,XDA1AF,1,46500.018,10.935624724
91750,TYQ0,1,21834.46,10.65493191
91837,BTA2AD04,1,8392.781,12.170549263
91284,FTB1AU05,1,24048,10.56320696
95183,FTA0AF12,1,72600,11.468858865
91682,XFA1AA01,1,90583.945566,11.504226619
93284,XFA1AA01,1,14700,11.22239899
93117,RCA1BW01,1,12035.877444,11.188582334
92187,FTA2AA03,1,1069.992,12.241496427
93453,DZA2AD01,1,3070,12.081900427
92316,BKA1AC01,1,16373.71,11.993231294
933EA,RCA1BS01,1,427824,11.739063631
93285,XDA1BB01,1,18124.68,10.918773168
90784,QRA0,1,6800.018,11.032851064
905EA,HQA3,1,20800.018,11.669673877
90947,BJG0AH01,1,227100.005,11.740394424
932EA,FTA1BE02,1,40500,10.186573033
94025,RCA1BL02,1,11968.92,11.106594041
90786,HPA0AH01,1,13068,10.651577078
92238,RWA0,1,19134.9,11.172392187
905EA,ADA1AF02,1,39870,11.47637352
91685,DFC9AA01,1,50054.058312,11.197968003
91185,others,1,66612.48064,11.019907692
91760,XTA1,1,8915.3,11.206944233
90349,others,1,4538.991,10.682245814
91829,HMB0AA01,1,318036.999,10.792151375
93921,TYB0,1,9482.975,11.599877702
905EA,MZA2AL01,1,7700,11.96299973
90343,BKA1AH03,1,153566.59795,11.300236246
90781,DFC1IZ01,1,7324.491,11.206820632
94025,TYB0AB09,1,36195.45,11.154262548
93283,XFA1,1,14199.12,11.315269959
90983,JLA0AJ03,1,15674.42334,11.229177906
934EA,JLA0AR01,1,40205.128628,11.755512268
91770,RCA1BS03,1,37514.3565,12.066381539
91760,TYB0AB01,1,1600,10.841666077
91835,BKA1,1,2929.5,11.488970859
90983,JLA0,1,40999.572159,11.527903817
90925,FTA1BE01,1,13720,10.32344617
950EA,FTA2AB02,1,421999.428,11.605429586
93452,XFA1AQ02,1,402940.64288,11.115071091
91687,DZA2,1,130882.7723,11.65314921
93116,BTA2AD03,1,51187.3,11.653810511
90521,TYB0AC01,1,200,11.371443272
905EA,ADA1AE05,1,126926,11.438683494
90786,QCB0AF,1,165832.023,11.841313647
91681,FTA1BE01,1,4440.9672,11.247239275
93117,SLA4AA,1,9300,11.927136162
91199,XDA1AC01,1,5850,11.983704326
93281,DNA0AH,1,49500,11.997925078
93923,JLA0,1,82604,11.502149552
91285,DZA1AV03,1,236400,11.474953214
93117,JBB0,1,22297.018,11.679977057
90782,CAA0BB10,1,167990.95,11.511475399
901EA,XLA0AB10,1,57000,10.358393762
91833,LMA1AC03,1,6009.997,11.95938317
91681,MSB1AQ,1,6957.56,11.206785291
90374,RCA1,1,13620,11.977764356
91285,JLA0AQ00,1,53550.008,11.253722183
905EA,QRA0,1,1236.006,11.549217837
90531,BKA1AM01,1,1946.7448,10.812293949
91760,TYB0AB11,1,174676.55894,11.430217807
93286,ADA1AE04,1,61323.01,11.555217397
90926,RWA0,1,50008.31,11.198293657
90176,DZA2AD01,1,637.98938,10.671687907
93286,FTA2AB02,1,24167.685,10.845993177
93452,BJG0AD01,1,21905,10.581412008
917EA,TYB0AC06,1,28740.31,11.311025397
90781,CAA0BB01,1,113585.004,10.779932974
93453,TYB0AC01,1,16876.0986,11.178882695
92187,others,1,143773.512,11.571933872
93453,GQB1AB01,1,174562.74,11.665769394
905EA,BJA8,1,32200,11.795457359
90345,DZA2AC01,1,20000,10.497881269
91831,DFC9DG,1,279143.2895,11.415737983
93118,XFA1AK05,1,11440.064,12.136306106
92238,DFM0,1,15000,11.308031605
91283,XFA1,1,9003,12.268984263
90925,CAA0,1,6948,11.165678048
950EA,JLA0AJ02,1,15166,12.122957433
90784,RCA1BS01,1,134000,11.829199515
929EA,TYB0AC01,1,19569,10.85028213
90621,FTA2AA02,1,4200,12.235402697
91199,CCA2AA01,1,22600,12.047295699
905EA,BKA1AM04,1,85000,11.444232691
905EA,CAA0AR02,1,12000,11.69065806
910EA,RWA0,1,11230.43,12.133892959
901K4,BJG0,1,60000,10.900786046
91199,DHF0AA01,1,48000,11.223724422
905EA,BTA1AL03,1,7710.885,10.97629594
91833,DHF0AA01,1,16500.018,11.509294535
90722,CCA0EA01,1,920.001,11.16933148
93284,BJA8,1,52920,11.723782598
90951,DZA1AV02,1,33865.8,11.427550034
93118,DZA2AA05,1,25200,11.448164043
91183,BYA0AP01,1,119357.48064,11.239606747
92238,DZA2AA02,1,124000.018,10.868544245
95022,TYB0AA01,1,14670,10.732655382
91685,XFA1AA01,1,69547.07152,11.337464206
92316,BYA0,1,15000,11.507770973
906EA,BZA1,1,77267.5,11.232785182
90984,CAA0,1,65333.38,10.812458337
91831,BTA1AI04,1,47974,11.229659376
92238,XDA1AF05,1,4813,11.879399204
90531,CAA0AR01,1,1400,11.603714876
91770,BKA1AH03,1,27500,11.56077402
93451,SKA1AA01,1,4457.4,11.935261361
905EA,CAA0,1,29600.018,10.654021148
93286,XFA1AA01,1,10800.981,12.331834371
93920,CAA0AJ01,1,55865,11.706733083
90925,BTA2AD04,1,24054,11.692241711
921EA,XFA1AK03,1,456980,11.824350656
91835,GQB1,1,54840,11.783737578
90343,BTA2AF01,1,13251.33,12.011515404
91123,CAA0,1,7522.97,11.463188994
93920,BYA0AL01,1,250255.422,12.16767224
93285,TYB0AB04,1,8899.982,11.311914712
93293,FTA2AB02,1,124110,11.550168812
93285,CAA0AR01,1,5815.7,11.692664287
93453,FTB2AH,1,2670.996,11.982151924
932EA,TYB0AB14,1,502148.752,11.201139447
90343,BKA1AM04,1,6616,11.276496035
92787,DZA2AC03,1,38400,11.89780229
902EA,FTA2,1,95100,11.803609359
91772,TYB0,1,960.94,10.840833427
90343,ADA1AE03,1,52540,11.624077513
90371,DZA1AN05,1,36199.982,11.790861912
93842,TYB0AB02,1,25454,11.557003525
904EA,XFA1AS01,1,38000,11.484372205
905EA,BTA1AI02,1,10917.9,10.933509976
93454,JHA0AE,1,9200,11.663117988
93117,DZA1AV02,1,493.5,11.331096851
90782,LKA0,1,4514,11.499367809
93292,TYB0AB01,1,291293,11.094120308
90343,RCA1BL02,1,20870,11.291401995
93453,DZA2AC03,1,927639.55073,11.799022866
90981,DNA0AH,1,168666.482,11.663901759
94025,QYA1AA01,1,3124.15,10.980164014
93453,XDA1AM03,1,3580,11.590841953
93293,HQA0AD01,1,224,11.372914996
90725,RWA0AC01,1,8200.018,11.423657715
93281,DHF0AA01,1,55366.016,11.00818582
92781,BZA1,1,165196.5175,11.861171374
90621,BYA0AK01,1,3977,11.161702195
94025,DZA1AT03,1,10989.9912,11.156813481
93283,DZA2AC03,1,40000.016,11.919861088
91283,LMA1AF01,1,13379.18,11.578053974
90344,XDA1AH01,1,145120,11.730104846
90347,DZA1AQ04,1,21500,11.818646635
92982,XTA1AD01,1,80,12.521628521
905EA,HQA0BD01,1,42756.546,11.08690949
93282,BYA0AB01,1,38662,10.475135202
90520,BTA2AA01,1,40187.09,11.184630187
90343,RCA2,1,13776,11.48780997
93285,CCA0CE01,1,6133.4,11.23880536
90521,DZA1AT03,1,3542.022,11.025023903
90783,XFA1AD01,1,65950.01,11.869263369
91723,BJA0AA01,1,5349.982,11.036784326
902EA,RWA0,1,832000,11.348467259
91684,FTA1BC01,1,192754.73216,12.001895239
932EA,JHA0,1,103131,12.091041058
91833,TYB0AC06,1,32514.433,11.005065523
904EA,DFC1IZ,1,286083.68,12.290967805
916EA,QYA1AE,1,4960,10.862866962
904EA,XDA1AD01,1,88500,11.545826608
90984,FTB1AC01,1,7701.68,11.739454546
93282,TYB0AB03,1,17024.5,10.445764833
91283,JLA0AO01,1,80000.01,11.470334949
90961,BZA1,1,440447.7584,11.79991461
90786,RCA1BS01,1,101773.94,10.977875262
90782,RCA1BL01,1,12733.99,11.368280264
93452,BJA0,1,165600,11.167984165
90531,DZA2AB06,1,40764.7176,11.271914497
904EA,FTA2BM02,1,447500.004,11.69343699
90984,TYB0AC01,1,541825.46,11.272161708
91770,XDA1AH01,1,560571.68652,11.469655647
943EA,DZA1AW03,1,50000,11.496762184
93453,CAA0CH03,1,23530,11.158689783
93285,BJADAA,1,19700,11.497961114
90345,others,1,44000,12.094221903
91833,XDA1AB01,1,9645.965,11.422390169
908EA,TYB0AB08,1,270892.8,11.339554245
90372,BKA1AG,1,75904.808,11.583868942
903EA,CAA0,1,1000,11.347839302
904EA,DZA1AT04,1,14000,11.554684022
90345,XDA1AC01,1,7000,12.068259154
92238,KDA1AB,1,7310.164022,11.199919088
93284,TYB0AA01,1,2660,10.605191102
90345,XFA2AE02,1,229.008,11.428417526
93284,XDA1AB01,1,39235,11.552450529
93115,ADA1AG01,1,2524.544,12.295700198
90926,DZA2AC03,1,9018.354,11.450226512
90786,BTA2AA02,1,22977.01,11.692117093
91730,DNA0BF01,1,17790,12.03717483
90787,BTA1AL03,1,25200,10.409445038
90344,SKA1AB01,1,7479.68,11.517928916
90372,DZA2AA02,1,2457.21,11.172059402
93452,BJG0AD01,1,449.995,11.770394088
93286,DZA2AB01,1,739612.75,11.296238382
938JC,DZA2AA04,1,212427.6054,11.301974023
91730,CAA0,1,47784.149706,11.408152408
91831,CAA0AM01,1,19460.0084,11.965054801
91191,XDA1AJ01,1,500000,11.918691405
90176,XDA1AC01,1,5660.8,11.392080632
90345,FTB1AA02,1,11296,11.709067281
904EA,BTA1AL,1,12940,11.524441405
94025,BJG0AD01,1,102141,11.723864643
93284,CAA0,1,87694.5,11.213410665
91281,LMA1AF01,1,25880,11.401256591
93454,JLA0AS01,1,11959.996,12.110735425
91760,TYB0AB08,1,24390,11.007222273
91786,BTA1AC01,1,19864.94,12.424647939
943EA,QYA1,1,300,11.785022516
93381,TYB0AB06,1,1149.89,11.36176756
91833,BJG0AI00,1,22434,12.208783113
93920,BYA0,1,39124.8,11.116136136
91199,RCA1AB01,1,9628.692,10.935002713
91833,CAA0BB,1,2064.43,10.944441126
93921,QYA1AG02,1,7552,11.999218203
91684,CAA0CH03,1,13388,11.21352319
90345,FTB1AU07,1,4400,11.783474163
94022,XDA1AH01,1,1323,11.60114129
92785,JHA0,1,44072.708,11.438767424
93284,DZA2AA04,1,6309.982,11.799578029
90723,RCA1BW01,1,24860,10.707174533
90521,FTB1AU03,1,22500,11.447875965
91681,XFA1AK03,1,132263.44737,10.868674922
91833,QCB0AF,1,430000,12.030061987
908EA,ZTA0,1,56485,12.012859339
91833,CAA0BB03,1,29680,11.497598315
91199,XDA1AM03,1,22648.97,10.764949175
91831,FTA1,1,322254.15854,12.122435719
91760,KDA1,1,15021.71,11.618395698
903EA,QRA0,1,8870,11.81065807
93287,WPC0,1,17900,11.586009054
91771,KRC0,1,9723,11.014804961
917EA,BKA1AM01,1,25320.93,11.228591245
91683,BTA2AA03,1,157549.81191,11.34867277
92185,BKA1AH03,1,153699,10.79875721
93281,BKA1AN02,1,6451.9,11.424205493
91833,TYB0AB09,1,1000000,11.408336383
90782,MZA2,1,10500,12.307250867
93288,QRA0AD,1,5390,11.138660581
90347,DZA2AD03,1,6846.875,12.430763434
90521,BTA1AI02,1,160445,11.343845533
917EA,RCA1BW02,1,4987.5,11.444253899
934EA,CCA2,1,55000,12.17614595
90786,XDA1AM01,1,26745,10.828473848
90371,MSB1AA02,1,795600.045,11.702373045
91195,LMA2AA01,1,9554.1,11.319923411
932EA,CAA0AM01,1,18227.59,11.359152973
94021,XDA1AJ02,1,19270.994,12.414720832
93282,LMA1,1,188995.356,11.256734095
91831,JLA0BH01,1,15007.018,11.970926654
90786,TYB0AB02,1,6206,11.454704447
93381,TYB0AC11,1,24327.9,10.461618864
93451,RCA1BS01,1,14700,11.293855196
93920,QYA1AE01,1,43500,11.796610572
909EA,BKA1AD01,1,2370.1,11.473680278
90949,FTB1AF02,1,20294.982,10.727000043
905YH,XDA1AC01,1,10536,11.954081712
91685,BTA1AI02,1,5026.008,11.513253126
932EA,DZA2AA01,1,1620.39,11.283230509
93287,TYB0AC01,1,6230,10.989844463
91829,RWA0AB01,1,29800.016,10.419688068
93281,DZA1AT04,1,138939.51,11.696027161
90521,CAA0AY01,1,20657,11.663778838
91730,ADA1AE04,1,91762.069706,11.470679279
91772,TYB0AA01,1,43388.82,10.804758745
93382,DZA2AA01,1,21290,11.245245719
90345,SKA1AC01,1,3563.581,11.453642438
91831,DZA2AC03,1,2254.018,11.322545917
93281,JLA0,1,12425.007,10.804783206
90345,FTB1AU06,1,49542,11.760349528
90372,DZA2AK06,1,22864.036,11.607195485
91183,JBB0,1,106296.4,11.984941271
905EA,FTB1AD01,1,7108.75,10.761472536
90373,SKA1AA01,1,19768,11.858138713
92316,RCA1,1,37900,11.673293992
91687,BZA1AF01,1,24566.992,11.226537652
93452,DZA1AT04,1,439506.3724,11.842221939
91283,DZA2AC03,1,5600,11.687901845
91772,MZA1AD01,1,21984.64,10.991470956
93453,MJB0AH01,1,370000,12.185516043
90726,RCA1BS03,1,6629,11.155443344
91730,FTA1BE01,1,48363,11.412487884
90372,LMA1AN01,1,6167.364,10.796941798
91686,ADA1AE04,1,29000,11.411331971
91723,DFC1IZ01,1,12100,10.868098715
92187,XFA1AA01,1,7612.992,11.354965637
904EA,CAA0BB01,1,136727,10.821638863
93290,BTA1AR02,1,559789.585,10.873222544
918EA,HQA0AD01,1,9368.52,11.125765098
904EA,XDA1AM03,1,38488.464,11.48303286
93285,RWA0AB01,1,6298.3,11.572281025
908EA,XFA1AA01,1,56707.64,11.526808196
91181,DZA1AT02,1,46659.13,11.014339931
91831,TYB0AC,1,172,11.317577578
91185,BKA1AH02,1,22524.1,11.642632124
92238,XDA1AK01,1,560,12.033480803
93116,RCA1BL01,1,12837.3,11.192646283
90176,MZA2,1,23129.16,11.374590811
90785,DZA2AD01,1,126000,11.442542019
910EA,DZA1AT05,1,10180,11.327170784
904EA,QYA1AR01,1,28625,10.959720169
905EA,BZA1AH01,1,112304.6993,11.564745415
90520,QYA1AF01,1,5958,11.10751374
91830,XFA1AK05,1,41809.02,11.808843354
92187,XTA1AF04,1,19521.15,11.183476037
91839,XFA1AK05,1,4100.018,11.575344572
91281,DZA1AN05,1,24615.004897,11.229544903
90131,BJG0,1,23590,11.217765476
91283,BKA1AH02,1,26715.792,11.296216023
91831,CAA0AM01,1,4370.18,10.871466682
90984,XTA1,1,10906.966,11.24634293
918EA,FTA1BE04,1,31000,12.095965346
90961,DZA1AW02,1,21560,11.669784018
91760,DFC9DG,1,198000,11.37972763
90781,BTA1AI04,1,30731,11.779026322
93920,TYB0AB06,1,102556.3,11.978187942
91283,DFC1IZ01,1,22153.4028,10.652387968
93286,BJG0AD01,1,47800,11.392203235
91181,XDA1AC01,1,16290,11.987287079
92781,RCA1AB01,1,13090.45,10.783802365
93286,FTA1BE02,1,20790.0126,11.074477512
90781,SLA4AC,1,11879.982,12.332546738
933EA,RCA1,1,4337.424,11.51203996
93281,TYB0AC01,1,199816,10.98346489
93284,DZA2AA04,1,103499.2,11.366033586
94021,QYA1AE01,1,170132.67,11.542504808
93281,FTB1AC01,1,161316,12.373048174
90374,BTA2AA03,1,18245.01,11.317829148
90345,BKA1AN02,1,471.9856,11.754761827
943EA,CCA2AD02,1,1279.63,12.216813771
904EA,TYB0AC13,1,11300,11.920728982
917EA,TYB0AB08,1,156696.63,11.657286418
90984,JHA0,1,66506.3,11.84103656
91829,JLD0,1,2782.256049,12.193734235
91193,QYA1AG02,1,495934.96128,12.40107093
90521,QYA1AR01,1,730.5,10.99739395
91684,TYB0AC01,1,17730.56,11.683644167
91183,XTA1AL01,1,163438.17,10.357988319
93451,RWA0,1,63100,12.497554498
91833,BTA2AA03,1,26580.73,11.136109492
90726,RCA1BS03,1,150923.22,11.333163214
93116,XDA1AB01,1,54675.5874,12.126302331
90346,QRA0,1,121606.8,11.666720455
95023,others,1,60815.005,12.035870062
93115,BKA1,1,393659.47525,12.364162573
943EA,FTB1,1,82959.518966,11.309506908
94023,RCA1BS03,1,8113.65,12.101286201
905EA,BZA1AE03,1,5700,11.082563788
92238,ADA1,1,13644.1956,10.666262393
90786,FTA1BF,1,5395.1008,11.899616606
90520,QYA1,1,65000,10.561044712
91199,DZA2AA01,1,20033.46,11.3001037
93453,RCA2,1,427457.38526,11.927986057
93281,DZA2AA02,1,17000,11.091880008
93117,FTA2,1,33163.01,12.37335574
91831,XTA1AF02,1,42813.97,11.231973262
923EA,BZA1AE03,1,22000,10.830202501
94025,MZA3AS01,1,57500,11.579345814
92316,others,1,17900,11.134741687
92228,BKA1AL,1,19249.992,11.112893286
91687,BTA2AD02,1,178753.46537,11.5609809
91830,TYB0AB06,1,75040,11.959909935
93451,XDA1AD01,1,2200,11.265699623
93117,BTA1,1,47996,12.456498289
93286,CCA0CE01,1,36600,11.785155158
93284,CCA2AC,1,7000,11.767388052
90782,XDA1AM01,1,27000.018,10.929355896
95022,TYB0AB06,1,7100,11.439095151
91831,FTB1,1,28383.982,11.932667869
943EA,DFC1IZ,1,21800,12.033936498
93284,BZA1AH01,1,15400,11.665340318
90372,BKA1AH02,1,41200,10.941439982
905YH,DZA2AC02,1,15486.4,11.467616928
933EA,BKA1AL05,1,300000,11.407446685
91183,BTA1AL03,1,19202,11.130702412
93452,BJA2AC01,1,78055.666305,11.144434386
916EA,MZA2,1,5266.422,11.787787304
934EA,BZA1AH01,1,2000,11.678005827
92985,DZA2,1,36043.1,12.490211046
91833,BKA1AH03,1,13528.2,11.075126983
918EA,MJB0AD,1,5360.018,11.317417971
94021,MZA3AS01,1,14391.395,11.382112496
90781,LMA1AN01,1,12530,11.106998095
90723,RCA1AB01,1,189.992,11.156003955
904EA,DZA1AN04,1,54000,11.421222674
93285,FTB1AU07,1,127163.21037,11.836163224
93283,DZA2AC02,1,28200.018,11.422250942
93452,CAA0GN00,1,14000,12.007988061
923EA,JPA2AA01,1,367784.032,11.284209492
901EA,QRA0,1,50500,11.056495931
90723,BZA1AE01,1,1220,11.238617736
91185,CCA0EA01,1,51256.5,11.133830595
90983,BJG0,1,62562,12.14273385
93921,others,1,9116.03,11.613598267
91199,LMA1AC03,1,1449.93,12.011936091
92187,SKA1,1,46797.029426,11.518540577
91772,CAA0BT,1,16065.357,12.053780819
950EA,DZA2AD02,1,44100.584,12.107653913
93281,RCA1AK02,1,16162,11.593927475
93116,RCA1,1,24135.5,10.896135129
93286,BKA1AL05,1,145209.32,12.056523736
93842,DZA2AA02,1,47865,11.013354316
92783,JHA0,1,18030.418,11.293880433
91685,FTB1AU03,1,184499.88715,11.573608804
92187,XFA1,1,36066.31,12.262554588
90724,DZA1AV02,1,3299.992,11.328653892
93920,DHF0AA01,1,13032.738,11.47677075
91199,LMA1AN01,1,22658,11.192555238
93454,JLD0,1,110721,12.400412525
90531,JPA2AA01,1,3500,11.66477855
90346,BMA1AK,1,40600,11.464180287
91760,DZA1AW02,1,32201.31,11.602731313
90965,DZA2AH01,1,112599.982,11.790254824
91833,JLA0AS01,1,42850.45,12.161722414
91833,DZA2AK06,1,18417,11.830837046
91830,FTA2BM01,1,53615,11.728734686
90343,DZA1AV01,1,413776.46,11.026780599
91770,JLD0,1,22828,12.104698943
91760,JLA0AR01,1,64540,11.763651099
905EA,BKA1AL05,1,57134,10.984296811
91687,JPA2AA01,1,60694.404,11.259631429
93451,XDA1AK01,1,39490.94,11.254154507
90345,ADA1AF03,1,13800,12.304836602
904EA,DZA2AB06,1,141217.6,11.75671491
91283,MSB1AB01,1,24102.12,11.96503665
91831,DZA1AW02,1,15000,11.884416837
905EA,BTA1AL03,1,47678.05,11.591311009
905EA,DZA2AA04,1,187340.77,11.690413381
90343,BKA1AM02,1,17978,10.962200161
905EA,DZA2AA04,1,176541.5,12.206749054
90531,FTA2BM02,1,16511.88,12.280956151
93286,FTB1AD01,1,17986.558,11.711446019
91833,RCA1BS01,1,68000,11.114522363
93923,BZA1,1,11750,11.764988368
92316,XDA1AC01,1,23556.1008,12.208590886
93452,XDA1AM01,1,298192.864,11.522293395
91193,DZA1AV01,1,110979,10.769673029
902EA,DZA2AD01,1,629521.46,11.80145596
90981,QYA1AR01,1,7013.25786,10.788379395
91760,RCA1,1,14889.32,10.743577593
93920,XDA1,1,328203.73,12.239817461
90948,XDA1AC01,1,23839.9908,12.23967186
90620,RCA1BL01,1,2623.341,11.011113723
904EA,BYA0AB,1,52000,10.671239341
91833,BYA0,1,38840,11.188713919
93284,DZA1AQ04,1,3649.991,11.802149579
91831,QYA1,1,472690.81961,11.977801582
904EA,JHA0AE01,1,9050,11.275075372
90344,DZA2AC03,1,22000,11.754716781
93381,ADA1AB,1,2580,11.671505783
934EA,XTA1AC01,1,22515.128628,11.396056808
90521,XFA1AK03,1,11000,11.393989961
90925,RCA1AS02,1,17800,11.325755009
91831,XDA1AM03,1,52500.094,11.318775694
90621,MZA3AS01,1,97046.47,11.358180377
91839,DZA1AV03,1,50820,11.895452353
90521,BJG0,1,47902,12.332217003
91681,XDA1AE01,1,1000000,12.106231164
91829,RWA0AH01,1,43772.8,11.627971239
90925,FTA1BK01,1,2637,11.772809748
91833,XDA1AM01,1,14811,12.025471876
91831,SLA4AC,1,25126,12.594107561
91185,DZA1AT03,1,14444,11.549722249
93293,QYA1,1,500000,12.818865115
93454,MSB1AQ,1,1000000,11.19562784
908EA,FTA1BE02,1,19000,10.709128488
93282,DZA2AK03,1,12506,10.976256846
93453,FTB1AA03,1,19615,12.39724878
93281,BJA1AA,1,20750,11.103168196
93286,FTA1,1,8870,10.679654236
93281,DZA2AC02,1,6336.475,11.205792173
904EA,LMA1AC03,1,18690,12.086611778
91837,TYB0AC01,1,933.9526,11.528015848
91829,RWA0AH01,1,12040,12.053907464
93287,RCA1BS01,1,6250,11.395142997
90949,DZA2AB06,1,3328,11.276523651
904EA,HQA0AD01,1,155881.48,11.135326129
93845,XFA1AQ02,1,89541.216,11.08637759
90985,BKA1AL05,1,14160.8,11.670432054
90534,KDA1,1,482568.94,11.53769793
91833,TYB0AC15,1,23148,10.947092691
922EA,QYA1AF01,1,5668.18,11.287629291
90985,BZA1AE03,1,26256.12,12.120300692
